count,c
2552,2
2553,1
2554,4
2555,2
2556,2
2557,1
2559,1
2560,1
2561,1
2562,1
2564,2
2565,3
2566,2
2567,4
2568,3
2569,2
2570,3
2571,2
2572,1
2573,3
2574,1
2576,1
2578,3
2579,3
2581,3
2582,3
2583,2
2584,2
2585,2
2586,1
2587,1
2588,3
2590,1
2591,1
2593,1
2596,2
2597,1
2598,3
2599,2
2600,1
2601,2
2602,2
2604,1
2605,3
2606,1
2607,2
2608,1
2609,2
2610,4
2611,1
2612,1
2614,3
2617,2
2618,2
2619,2
2620,1
2621,2
2622,5
2623,1
2624,2
2625,1
2626,1
2628,2
2630,2
2631,1
2632,3
2634,3
2635,3
2636,3
2637,2
2638,1
2639,1
2640,1
2641,1
2644,1
2645,1
2646,2
2647,2
2648,2
2650,3
2651,1
2652,2
2653,2
2654,2
2655,1
2656,2
2657,2
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,2
2668,1
2670,1
2671,1
2672,1
2673,1
2675,2
2677,1
2678,3
2679,1
2680,1
2681,1
2682,4
2683,3
2684,1
2685,2
2687,1
2688,2
2689,1
2690,2
2693,2
2694,2
2695,3
2696,3
2697,2
2698,4
2699,5
2700,1
2701,2
2703,3
2705,1
2706,1
2708,4
2709,2
2710,1
2712,1
2713,3
2716,2
2717,1
2719,5
2720,3
2721,1
2723,2
2724,1
2725,1
2726,1
2727,1
2728,2
2729,1
2731,1
2732,1
2733,1
2734,2
2739,1
2740,1
2742,2
2743,1
2745,2
2747,1
2748,3
2750,1
2752,3
2753,1
2754,1
2756,2
2757,3
2758,1
2760,1
2761,1
2762,1
2763,2
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2774,2
2775,4
2776,1
2778,1
2779,1
2780,1
2782,2
2783,1
2784,2
2789,2
2790,1
2791,3
2794,1
2796,3
2798,2
2801,4
2802,6
2804,1
2806,2
2807,1
2808,1
2809,2
2813,2
2815,1
2816,1
2817,1
2818,1
2823,1
2825,1
2826,1
2828,1
2830,2
2831,2
2833,1
2834,2
2836,1
2838,2
2839,1
2840,3
2841,2
2843,1
2846,1
2847,3
2848,2
2851,2
2853,1
2854,2
2856,1
2857,4
2859,2
2860,2
2861,1
2863,1
2870,2
2871,1
2873,1
2874,1
2875,4
2876,2
2877,3
2878,1
2879,1
2880,1
2882,1
2883,1
2886,2
2887,1
2888,1
2889,2
2891,2
2892,1
2897,1
2898,2
2899,2
2901,1
2902,2
2906,1
2907,1
2911,2
2913,3
2914,2
2915,3
2916,1
2918,3
2919,2
2920,1
2922,1
2923,3
2925,1
2926,1
2927,1
2928,1
2931,1
2932,1
2933,1
2934,2
2935,2
2936,1
2939,2
2940,1
2941,1
2942,2
2943,3
2944,1
2945,3
2947,2
2948,3
2951,1
2954,2
2955,3
2956,1
2957,2
2959,1
2961,2
2962,2
2963,1
2964,2
2965,1
2967,1
2968,1
2970,1
2971,1
2972,2
2973,1
2974,2
2976,1
2977,2
2978,1
2980,2
2982,2
2984,1
2985,2
2990,2
2991,1
2992,2
2994,3
2996,1
2997,2
2998,1
3000,2
3001,1
3004,2
3005,1
3006,1
3007,1
3010,1
3013,1
3014,2
3017,3
3019,1
3020,2
3021,1
3022,1
3023,1
3025,2
3026,2
3031,2
3034,1
3035,2
3036,2
3037,1
3038,2
3040,1
3041,2
3043,1
3046,2
3049,4
3050,1
3051,3
3054,2
3056,2
3058,1
3060,1
3062,3
3063,1
3064,1
3065,1
3066,2
3067,1
3068,1
3069,2
3070,1
3071,2
3072,1
3074,2
3077,1
3078,2
3079,1
3080,1
3083,1
3085,2
3086,1
3087,1
3088,1
3090,1
3091,1
3092,2
3095,2
3097,3
3098,3
3100,1
3101,1
3102,2
3103,2
3105,1
3107,1
3108,1
3112,2
3113,1
3114,1
3115,2
3116,1
3117,1
3118,1
3120,1
3124,1
3125,1
3126,1
3128,1
3129,2
3130,2
3132,1
3136,1
3137,3
3140,1
3143,1
3146,1
3147,1
3148,1
3151,1
3152,2
3154,1
3157,1
3158,2
3159,1
3161,1
3165,1
3167,2
3169,1
3170,1
3172,1
3174,2
3175,1
3176,1
3177,2
3179,1
3180,1
3181,2
3183,2
3187,3
3189,1
3190,1
3191,1
3192,2
3194,1
3195,1
3196,1
3202,3
3203,1
3206,3
3210,3
3213,1
3214,1
3219,2
3220,1
3221,1
3222,2
3224,1
3225,2
3227,1
3228,1
3229,1
3230,1
3235,1
3238,1
3241,3
3242,1
3243,1
3244,1
3245,1
3247,1
3249,2
3250,1
3254,1
3255,2
3257,1
3258,1
3263,2
3265,1
3267,1
3269,1
3271,2
3275,1
3276,1
3278,2
3280,2
3281,1
3282,1
3284,1
3285,1
3286,1
3287,1
3289,1
3290,2
3291,1
3292,1
3293,1
3294,1
3296,3
3297,2
3298,2
3301,2
3303,1
3304,1
3307,1
3308,3
3310,2
3312,2
3315,1
3319,1
3320,3
3321,3
3326,1
3327,3
3328,1
3335,2
3339,1
3342,1
